,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
593,"frozenset({'abtest_test', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3302,1.0,0.3302,1.0,1.0,0.0,inf
594,frozenset({'abtest_test'}),"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'kilometer_150000'})",0.5144,0.64,0.3302,0.6419129082426128,1.0029889191290826,0.0009839999999999849,1.0053420195439742
595,"frozenset({'offerType_Angebot', 'abtest_test', 'nrOfPictures_0'})",frozenset({'fuelType_benzin'}),0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
596,"frozenset({'offerType_Angebot', 'abtest_test', 'fuelType_benzin'})",frozenset({'nrOfPictures_0'}),0.3096,1.0,0.3096,1.0,1.0,0.0,inf
597,"frozenset({'abtest_test', 'nrOfPictures_0', 'fuelType_benzin'})",frozenset({'offerType_Angebot'}),0.3096,1.0,0.3096,1.0,1.0,0.0,inf
598,"frozenset({'offerType_Angebot', 'abtest_test'})","frozenset({'nrOfPictures_0', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
599,"frozenset({'abtest_test', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
600,"frozenset({'abtest_test', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3096,1.0,0.3096,1.0,1.0,0.0,inf
601,frozenset({'abtest_test'}),"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'fuelType_benzin'})",0.5144,0.5964,0.3096,0.6018662519440124,1.0091654123809732,0.00281184000000001,1.0137296875
602,"frozenset({'offerType_Angebot', 'abtest_test', 'nrOfPictures_0'})",frozenset({'notRepairedDamage_nein'}),0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
603,"frozenset({'offerType_Angebot', 'abtest_test', 'notRepairedDamage_nein'})",frozenset({'nrOfPictures_0'}),0.3632,1.0,0.3632,1.0,1.0,0.0,inf
604,"frozenset({'abtest_test', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'offerType_Angebot'}),0.3632,1.0,0.3632,1.0,1.0,0.0,inf
605,"frozenset({'offerType_Angebot', 'abtest_test'})","frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
606,"frozenset({'abtest_test', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'notRepairedDamage_nein'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
607,"frozenset({'abtest_test', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3632,1.0,0.3632,1.0,1.0,0.0,inf
608,frozenset({'abtest_test'}),"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.5144,0.707,0.3632,0.7060653188180406,0.9986779615530985,-0.00048079999999994794,0.9968201058201064
609,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'notRepairedDamage_nein'})",frozenset({'kilometer_150000'}),0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
610,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'kilometer_150000'})",frozenset({'notRepairedDamage_nein'}),0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
611,"frozenset({'offerType_Angebot', 'notRepairedDamage_nein', 'kilometer_150000'})",frozenset({'gearbox_manuell'}),0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
612,"frozenset({'gearbox_manuell', 'notRepairedDamage_nein', 'kilometer_150000'})",frozenset({'offerType_Angebot'}),0.3172,1.0,0.3172,1.0,1.0,0.0,inf
613,"frozenset({'gearbox_manuell', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
614,"frozenset({'gearbox_manuell', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'notRepairedDamage_nein'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
615,"frozenset({'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
616,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'nrOfPictures_0'})",frozenset({'kilometer_150000'}),0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
617,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.4796,1.0,0.4796,1.0,1.0,0.0,inf
618,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'kilometer_150000'})",frozenset({'gearbox_manuell'}),0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
619,"frozenset({'gearbox_manuell', 'nrOfPictures_0', 'kilometer_150000'})",frozenset({'offerType_Angebot'}),0.4796,1.0,0.4796,1.0,1.0,0.0,inf
620,"frozenset({'offerType_Angebot', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'kilometer_150000'})",0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
621,"frozenset({'offerType_Angebot', 'kilometer_150000'})","frozenset({'gearbox_manuell', 'nrOfPictures_0'})",0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
622,"frozenset({'gearbox_manuell', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'kilometer_150000'})",0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
623,"frozenset({'gearbox_manuell', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.4796,1.0,0.4796,1.0,1.0,0.0,inf
624,"frozenset({'nrOfPictures_0', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'gearbox_manuell'})",0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
625,frozenset({'gearbox_manuell'}),"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'kilometer_150000'})",0.7394,0.64,0.4796,0.6486340275899378,1.013490668109278,0.006384000000000056,1.0245727482678983
626,frozenset({'kilometer_150000'}),"frozenset({'offerType_Angebot', 'gearbox_manuell', 'nrOfPictures_0'})",0.64,0.7394,0.4796,0.749375,1.013490668109278,0.006384000000000056,1.0398004987531175
627,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'notRepairedDamage_nein'})",frozenset({'fuelType_benzin'}),0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
628,"frozenset({'offerType_Angebot', 'notRepairedDamage_nein', 'fuelType_benzin'})",frozenset({'gearbox_manuell'}),0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
629,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'fuelType_benzin'})",frozenset({'notRepairedDamage_nein'}),0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
630,"frozenset({'gearbox_manuell', 'notRepairedDamage_nein', 'fuelType_benzin'})",frozenset({'offerType_Angebot'}),0.3458,1.0,0.3458,1.0,1.0,0.0,inf
631,"frozenset({'gearbox_manuell', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'fuelType_benzin'})",0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
632,"frozenset({'notRepairedDamage_nein', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'gearbox_manuell'})",0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
633,"frozenset({'gearbox_manuell', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'notRepairedDamage_nein'})",0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
634,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'nrOfPictures_0'})",frozenset({'fuelType_benzin'}),0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
635,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'fuelType_benzin'})",frozenset({'nrOfPictures_0'}),0.4756,1.0,0.4756,1.0,1.0,0.0,inf
636,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'fuelType_benzin'})",frozenset({'gearbox_manuell'}),0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
637,"frozenset({'gearbox_manuell', 'nrOfPictures_0', 'fuelType_benzin'})",frozenset({'offerType_Angebot'}),0.4756,1.0,0.4756,1.0,1.0,0.0,inf
638,"frozenset({'offerType_Angebot', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
639,"frozenset({'offerType_Angebot', 'fuelType_benzin'})","frozenset({'gearbox_manuell', 'nrOfPictures_0'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
640,"frozenset({'gearbox_manuell', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
641,"frozenset({'gearbox_manuell', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.4756,1.0,0.4756,1.0,1.0,0.0,inf
642,"frozenset({'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'gearbox_manuell'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
643,frozenset({'gearbox_manuell'}),"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
644,frozenset({'fuelType_benzin'}),"frozenset({'offerType_Angebot', 'gearbox_manuell', 'nrOfPictures_0'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
645,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'nrOfPictures_0'})",frozenset({'notRepairedDamage_nein'}),0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
646,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'notRepairedDamage_nein'})",frozenset({'nrOfPictures_0'}),0.5286,1.0,0.5286,1.0,1.0,0.0,inf
647,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'gearbox_manuell'}),0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
648,"frozenset({'gearbox_manuell', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'offerType_Angebot'}),0.5286,1.0,0.5286,1.0,1.0,0.0,inf
649,"frozenset({'offerType_Angebot', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
650,"frozenset({'offerType_Angebot', 'notRepairedDamage_nein'})","frozenset({'gearbox_manuell', 'nrOfPictures_0'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
651,"frozenset({'gearbox_manuell', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'notRepairedDamage_nein'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
652,"frozenset({'gearbox_manuell', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.5286,1.0,0.5286,1.0,1.0,0.0,inf
653,"frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'gearbox_manuell'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
654,frozenset({'gearbox_manuell'}),"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
655,frozenset({'notRepairedDamage_nein'}),"frozenset({'offerType_Angebot', 'gearbox_manuell', 'nrOfPictures_0'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
656,"frozenset({'offerType_Angebot', 'fuelType_benzin', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.3514,1.0,0.3514,1.0,1.0,0.0,inf
657,"frozenset({'nrOfPictures_0', 'fuelType_benzin', 'kilometer_150000'})",frozenset({'offerType_Angebot'}),0.3514,1.0,0.3514,1.0,1.0,0.0,inf
658,"frozenset({'fuelType_benzin', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3514,1.0,0.3514,1.0,1.0,0.0,inf
659,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'kilometer_150000'})",frozenset({'notRepairedDamage_nein'}),0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
660,"frozenset({'offerType_Angebot', 'notRepairedDamage_nein', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.4216,1.0,0.4216,1.0,1.0,0.0,inf
661,"frozenset({'nrOfPictures_0', 'notRepairedDamage_nein', 'kilometer_150000'})",frozenset({'offerType_Angebot'}),0.4216,1.0,0.4216,1.0,1.0,0.0,inf
662,"frozenset({'offerType_Angebot', 'kilometer_150000'})","frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})",0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
663,"frozenset({'nrOfPictures_0', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'notRepairedDamage_nein'})",0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
664,"frozenset({'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.4216,1.0,0.4216,1.0,1.0,0.0,inf
665,frozenset({'kilometer_150000'}),"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
666,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'fuelType_benzin'}),0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
667,"frozenset({'offerType_Angebot', 'notRepairedDamage_nein', 'fuelType_benzin'})",frozenset({'nrOfPictures_0'}),0.4306,1.0,0.4306,1.0,1.0,0.0,inf
668,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'fuelType_benzin'})",frozenset({'notRepairedDamage_nein'}),0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
669,"frozenset({'nrOfPictures_0', 'notRepairedDamage_nein', 'fuelType_benzin'})",frozenset({'offerType_Angebot'}),0.4306,1.0,0.4306,1.0,1.0,0.0,inf
670,"frozenset({'offerType_Angebot', 'notRepairedDamage_nein'})","frozenset({'nrOfPictures_0', 'fuelType_benzin'})",0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
671,"frozenset({'offerType_Angebot', 'fuelType_benzin'})","frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})",0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
672,"frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})","frozenset({'offerType_Angebot', 'fuelType_benzin'})",0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
673,"frozenset({'notRepairedDamage_nein', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.4306,1.0,0.4306,1.0,1.0,0.0,inf
674,"frozenset({'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'notRepairedDamage_nein'})",0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
675,frozenset({'notRepairedDamage_nein'}),"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'fuelType_benzin'})",0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
676,frozenset({'fuelType_benzin'}),"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'notRepairedDamage_nein'})",0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
677,"frozenset({'gearbox_manuell', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'kilometer_150000'}),0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
678,"frozenset({'gearbox_manuell', 'nrOfPictures_0', 'kilometer_150000'})",frozenset({'notRepairedDamage_nein'}),0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
679,"frozenset({'gearbox_manuell', 'notRepairedDamage_nein', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.3172,1.0,0.3172,1.0,1.0,0.0,inf
680,"frozenset({'nrOfPictures_0', 'notRepairedDamage_nein', 'kilometer_150000'})",frozenset({'gearbox_manuell'}),0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
681,"frozenset({'gearbox_manuell', 'notRepairedDamage_nein'})","frozenset({'nrOfPictures_0', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
682,"frozenset({'gearbox_manuell', 'kilometer_150000'})","frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
683,"frozenset({'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'gearbox_manuell', 'nrOfPictures_0'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
684,"frozenset({'gearbox_manuell', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'fuelType_benzin'}),0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
685,"frozenset({'gearbox_manuell', 'notRepairedDamage_nein', 'fuelType_benzin'})",frozenset({'nrOfPictures_0'}),0.3458,1.0,0.3458,1.0,1.0,0.0,inf
686,"frozenset({'nrOfPictures_0', 'notRepairedDamage_nein', 'fuelType_benzin'})",frozenset({'gearbox_manuell'}),0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
687,"frozenset({'gearbox_manuell', 'nrOfPictures_0', 'fuelType_benzin'})",frozenset({'notRepairedDamage_nein'}),0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
688,"frozenset({'gearbox_manuell', 'notRepairedDamage_nein'})","frozenset({'nrOfPictures_0', 'fuelType_benzin'})",0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
689,"frozenset({'notRepairedDamage_nein', 'fuelType_benzin'})","frozenset({'gearbox_manuell', 'nrOfPictures_0'})",0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
690,"frozenset({'gearbox_manuell', 'fuelType_benzin'})","frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})",0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
691,"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell', 'abtest_control'})",frozenset({'nrOfPictures_0'}),0.3598,1.0,0.3598,1.0,1.0,0.0,inf
692,"frozenset({'offerType_Angebot', 'abtest_control', 'gearbox_manuell', 'nrOfPictures_0'})",frozenset({'seller_privat'}),0.3598,1.0,0.3598,1.0,1.0,0.0,inf
693,"frozenset({'abtest_control', 'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})",frozenset({'offerType_Angebot'}),0.3598,1.0,0.3598,1.0,1.0,0.0,inf
694,"frozenset({'offerType_Angebot', 'seller_privat', 'abtest_control', 'nrOfPictures_0'})",frozenset({'gearbox_manuell'}),0.4856,0.7394,0.3598,0.7409390444810544,1.0020814775237414,0.0007473600000000302,1.0059408585055647
695,"frozenset({'offerType_Angebot', 'abtest_control', 'gearbox_manuell'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.3598,1.0,0.3598,1.0,1.0,0.0,inf
696,"frozenset({'abtest_control', 'seller_privat', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3598,1.0,0.3598,1.0,1.0,0.0,inf
697,"frozenset({'abtest_control', 'gearbox_manuell', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.3598,1.0,0.3598,1.0,1.0,0.0,inf
698,"frozenset({'offerType_Angebot', 'seller_privat', 'abtest_control'})","frozenset({'gearbox_manuell', 'nrOfPictures_0'})",0.4856,0.7394,0.3598,0.7409390444810544,1.0020814775237414,0.0007473600000000302,1.0059408585055647
699,"frozenset({'offerType_Angebot', 'abtest_control', 'nrOfPictures_0'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.4856,0.7394,0.3598,0.7409390444810544,1.0020814775237414,0.0007473600000000302,1.0059408585055647
700,"frozenset({'abtest_control', 'seller_privat', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'gearbox_manuell'})",0.4856,0.7394,0.3598,0.7409390444810544,1.0020814775237414,0.0007473600000000302,1.0059408585055647
701,"frozenset({'abtest_control', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0'})",0.3598,1.0,0.3598,1.0,1.0,0.0,inf
702,"frozenset({'offerType_Angebot', 'abtest_control'})","frozenset({'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})",0.4856,0.7394,0.3598,0.7409390444810544,1.0020814775237414,0.0007473600000000302,1.0059408585055647
703,"frozenset({'abtest_control', 'seller_privat'})","frozenset({'offerType_Angebot', 'gearbox_manuell', 'nrOfPictures_0'})",0.4856,0.7394,0.3598,0.7409390444810544,1.0020814775237414,0.0007473600000000302,1.0059408585055647
704,"frozenset({'abtest_control', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell'})",0.4856,0.7394,0.3598,0.7409390444810544,1.0020814775237414,0.0007473600000000302,1.0059408585055647
705,frozenset({'abtest_control'}),"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell', 'nrOfPictures_0'})",0.4856,0.7394,0.3598,0.7409390444810544,1.0020814775237414,0.0007473600000000302,1.0059408585055647
706,"frozenset({'offerType_Angebot', 'seller_privat', 'abtest_control', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.3098,1.0,0.3098,1.0,1.0,0.0,inf
707,"frozenset({'offerType_Angebot', 'abtest_control', 'nrOfPictures_0', 'kilometer_150000'})",frozenset({'seller_privat'}),0.3098,1.0,0.3098,1.0,1.0,0.0,inf
708,"frozenset({'abtest_control', 'seller_privat', 'nrOfPictures_0', 'kilometer_150000'})",frozenset({'offerType_Angebot'}),0.3098,1.0,0.3098,1.0,1.0,0.0,inf
709,"frozenset({'offerType_Angebot', 'seller_privat', 'abtest_control', 'nrOfPictures_0'})",frozenset({'kilometer_150000'}),0.4856,0.64,0.3098,0.6379736408566722,0.9968338138385503,-0.0009839999999999849,0.9944027303754267
710,"frozenset({'offerType_Angebot', 'abtest_control', 'kilometer_150000'})","frozenset({'seller_privat', 'nrOfPictures_0'})",0.3098,1.0,0.3098,1.0,1.0,0.0,inf
711,"frozenset({'abtest_control', 'seller_privat', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3098,1.0,0.3098,1.0,1.0,0.0,inf
712,"frozenset({'abtest_control', 'nrOfPictures_0', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.3098,1.0,0.3098,1.0,1.0,0.0,inf
713,"frozenset({'offerType_Angebot', 'seller_privat', 'abtest_control'})","frozenset({'nrOfPictures_0', 'kilometer_150000'})",0.4856,0.64,0.3098,0.6379736408566722,0.9968338138385503,-0.0009839999999999849,0.9944027303754267
714,"frozenset({'offerType_Angebot', 'abtest_control', 'nrOfPictures_0'})","frozenset({'seller_privat', 'kilometer_150000'})",0.4856,0.64,0.3098,0.6379736408566722,0.9968338138385503,-0.0009839999999999849,0.9944027303754267
715,"frozenset({'abtest_control', 'seller_privat', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'kilometer_150000'})",0.4856,0.64,0.3098,0.6379736408566722,0.9968338138385503,-0.0009839999999999849,0.9944027303754267
716,"frozenset({'abtest_control', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0'})",0.3098,1.0,0.3098,1.0,1.0,0.0,inf
717,"frozenset({'offerType_Angebot', 'abtest_control'})","frozenset({'seller_privat', 'nrOfPictures_0', 'kilometer_150000'})",0.4856,0.64,0.3098,0.6379736408566722,0.9968338138385503,-0.0009839999999999849,0.9944027303754267
718,"frozenset({'abtest_control', 'seller_privat'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'kilometer_150000'})",0.4856,0.64,0.3098,0.6379736408566722,0.9968338138385503,-0.0009839999999999849,0.9944027303754267
719,"frozenset({'abtest_control', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'seller_privat', 'kilometer_150000'})",0.4856,0.64,0.3098,0.6379736408566722,0.9968338138385503,-0.0009839999999999849,0.9944027303754267
720,frozenset({'abtest_control'}),"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'kilometer_150000'})",0.4856,0.64,0.3098,0.6379736408566722,0.9968338138385503,-0.0009839999999999849,0.9944027303754267
721,"frozenset({'offerType_Angebot', 'seller_privat', 'abtest_control', 'nrOfPictures_0'})",frozenset({'notRepairedDamage_nein'}),0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
722,"frozenset({'offerType_Angebot', 'seller_privat', 'abtest_control', 'notRepairedDamage_nein'})",frozenset({'nrOfPictures_0'}),0.3438,1.0,0.3438,1.0,1.0,0.0,inf
723,"frozenset({'offerType_Angebot', 'abtest_control', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'seller_privat'}),0.3438,1.0,0.3438,1.0,1.0,0.0,inf
724,"frozenset({'abtest_control', 'seller_privat', 'nrOfPictures_0', 'notRepairedDamage_nein'})",frozenset({'offerType_Angebot'}),0.3438,1.0,0.3438,1.0,1.0,0.0,inf
725,"frozenset({'offerType_Angebot', 'seller_privat', 'abtest_control'})","frozenset({'nrOfPictures_0', 'notRepairedDamage_nein'})",0.4856,0.707,0.3438,0.7079901153212521,1.0014004459989423,0.00048080000000000345,1.0033906911142458
